Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Derek WattD. Watt,9,17.0,0,0,0,0,0,0,9,21,1,0,5,11,1,0,0,0,derek-watt-wattde01,RB,2022
Patrick RicardP. Ricard,10,16.0,0,0,0,0,0,0,7,16,0,0,11,74,0,0,0,0,patrick-ricard-ricarpa01,RB,2022
Darrel WilliamsD. Williams,13,16.0,0,0,0,0,0,0,21,102,1,0,4,9,0,0,0,0,darrel-williams-willida29,RB,2022
Keaontay IngramK. Ingram,13,14.0,0,0,0,0,0,0,27,60,1,0,4,21,0,0,0,0,keaontay-ingram-ingrake03,RB,2022
Ronald Jones IIR. Jones,8,14.0,0,0,0,0,0,0,17,70,1,0,1,22,0,0,0,0,ronald-jones-jonesro13,RB,2022
Phillip LindsayP. Lindsay,14,13.0,0,0,0,0,0,0,15,49,0,1,6,19,0,0,0,0,phillip-lindsay-lindsph01,RB,2022
Salvon AhmedS. Ahmed,11,12.0,0,0,0,0,0,0,12,64,1,0,1,8,0,0,0,0,salvon-ahmed-ahmedsa01,RB,2022
Jordan WilkinsJ. Wilkins,14,12.0,0,0,0,0,0,0,13,58,0,0,6,29,0,0,0,0,jordan-wilkins-wilkijo04,RB,2022
Andrew BeckA. Beck,9,11.0,0,0,0,0,0,0,2,0,0,0,5,69,0,0,0,0,andrew-beck-beckan01,RB,2022
Chris EvansC. Evans,10,11.0,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0,chris-evans-evansch05,RB,2022
Tyler BadieT. Badie,9,9.0,0,0,0,0,0,0,1,0,0,0,1,24,1,0,0,0,tyler-badie-badiety01,RB,2022
Darrynton EvansD. Evans,14,9.0,0,0,0,0,0,0,14,64,0,0,1,33,0,0,0,0,darrynton-evans-evansda05,RB,2022
Kevin HarrisK. Harris,10,9.0,0,0,0,0,0,0,18,52,1,0,0,0,0,0,0,0,kevin-harris-harrike11,RB,2022
Ronnie RiversR. Rivers,7,9.0,0,0,0,0,0,0,9,21,0,0,5,29,0,0,0,0,ronnie-rivers-riverro03,RB,2022
Snoop ConnerS. Conner,11,8.0,0,0,0,0,0,0,12,42,1,0,0,0,0,0,0,0,snoop-conner-connesn01,RB,2022
Tyrion Davis-PriceT. Davis-Price,9,8.0,0,0,0,0,0,0,34,99,0,0,0,0,0,0,0,0,tyrion-davisprice-davisty08,RB,2022
David JohnsonD. Johnson,14,8.0,0,0,0,0,0,0,12,24,0,0,4,47,0,0,1,0,david-johnson-johnsda16,RB,2022
Tony JonesT. Jones,11,8.0,0,0,0,0,0,0,10,24,0,0,5,30,0,0,0,0,tony-jones-jonesto11,RB,2022
Julius ChestnutJ. Chestnut,6,7.0,0,0,0,0,0,0,9,12,0,0,3,41,0,0,0,0,julius-chestnut-chestju01,RB,2022
Myles GaskinM. Gaskin,11,7.0,0,0,0,0,0,0,10,26,0,0,4,28,0,0,0,0,myles-gaskin-gaskimy01,RB,2022
Jaret PattersonJ. Patterson,14,7.0,0,0,0,0,0,0,17,78,0,0,0,0,0,0,0,0,jaret-patterson-patteja03,RB,2022
Isaiah SpillerI. Spiller,8,7.0,0,0,0,0,0,0,18,41,0,0,3,13,0,0,0,0,isaiah-spiller-spillis01,RB,2022
Ke'Shawn VaughnK. Vaughn,11,7.0,0,0,0,0,0,0,17,53,0,0,3,19,0,0,0,0,keshawn-vaughn-vaughke01,RB,2022
Spencer BrownS. Brown,13,6.0,0,0,0,0,0,0,9,43,0,0,2,10,0,0,0,0,spencer-brown-brownsp02,RB,2022
Anthony McFarlandA. McFarland,9,6.0,0,0,0,0,0,0,6,30,0,0,2,11,0,0,0,0,anthony-mcfarland-mcfaran02,RB,2022
Trestan EbnerT. Ebner,14,5.0,0,0,0,0,0,0,24,54,0,0,2,8,0,0,1,0,trestan-ebner-ebnertr01,RB,2022
Troy HairstonT. Hairston,6,5.0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,troy-hairston-hairstr01,RB,2022
Jakob JohnsonJ. Johnson,6,5.0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,jakob-johnson-johnsja27,RB,2022
Trayveon WilliamsT. Williams,10,5.0,0,0,0,0,0,0,6,30,0,0,2,30,0,0,0,0,trayveon-williams-willitr14,RB,2022
Giovani BernardG. Bernard,11,4.0,0,0,0,0,0,0,8,28,0,0,2,-1,0,0,0,0,giovani-bernard-bernagi01,RB,2022
D'Ernest JohnsonD. Johnson,9,4.0,0,0,0,0,0,0,4,17,0,0,3,7,0,0,0,0,dernest-johnson-johnsde20,RB,2022
Kene NwangwuK. Nwangwu,7,4.0,0,0,0,0,0,0,9,14,0,0,2,21,0,0,0,0,kene-nwangwu-nwangke01,RB,2022
Larry RountreeL. Rountree,8,4.0,0,0,0,0,0,0,13,19,0,0,2,14,0,0,0,0,larry-rountree-rountla01,RB,2022
Patrick TaylorP. Taylor,14,4.0,0,0,0,0,0,0,10,31,0,0,1,17,0,0,0,0,patrick-taylor-taylopa02,RB,2022
Jonathan WardJ. Ward,6,4.0,0,0,0,0,0,0,5,25,0,0,2,7,0,0,0,0,jonathan-ward-wardjo03,RB,2022
Zamir WhiteZ. White,6,4.0,0,0,0,0,0,0,17,70,0,0,0,0,0,0,0,0,zamir-white-whiteza01,RB,2022
Mike DavisM. Davis,10,3.0,0,0,0,0,0,0,8,18,0,0,2,4,0,0,0,0,mike-davis-davismi08,RB,2022
Adam PrenticeA. Prentice,14,3.0,0,0,0,0,0,0,4,9,0,0,3,9,0,0,0,0,adam-prentice-prentad01,RB,2022
Dwayne WashingtonD. Washington,14,3.0,0,0,0,0,0,0,11,38,0,0,1,7,0,0,0,0,dwayne-washington-washidw01,RB,2022
Michael BurtonM. Burton,8,2.0,0,0,0,0,0,0,5,7,0,0,2,11,0,0,0,0,michael-burton-burtomi01,RB,2022
Ty ChandlerT. Chandler,7,2.0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,ty-chandler-chandty02,RB,2022
Demetric FeltonD. Felton,9,2.0,0,0,0,0,0,0,1,-4,0,0,2,8,0,0,0,0,demetric-felton-feltode02,RB,2022
Jason CabindaJ. Cabinda,6,1.0,0,0,0,0,0,0,1,4,0,0,1,5,0,0,0,0,jason-cabinda-cabinja01,RB,2022
Godwin IgwebuikeG. Igwebuike,11,1.0,0,0,0,0,0,0,3,4,0,0,1,3,0,0,0,0,godwin-igwebuike-igwebgo01,RB,2022
Devine OzigboD. Ozigbo,9,1.0,0,0,0,0,0,0,3,4,0,0,1,3,0,0,0,0,devine-ozigbo-ozigbde01,RB,2022
Trey SermonT. Sermon,7,1.0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,trey-sermon-sermotr01,RB,2022
Keith SmithK. Smith,14,1.0,0,0,0,0,0,0,1,2,0,0,1,8,0,0,0,0,keith-smith-smithke17,RB,2022
J.J. TaylorJ. Taylor,10,1.0,0,0,0,0,0,0,10,9,0,0,1,8,0,0,0,0,jj-taylor-taylojj01,RB,2022
Ty'Son WilliamsT. Williams,13,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,tyson-williams-willity05,RB,2022
Reggie BonnafonR. Bonnafon,14,0.0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,reggie-bonnafon-bonnare01,RB,2022
Jerome FordJ. Ford,9,0.0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,jerome-ford-fordje02,RB,2022
Kylin HillK. Hill,14,0.0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,kylin-hill-hillky02,RB,2022
Jordan HowardJ. Howard,14,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,jordan-howard-howarjo02,RB,2022
Duke JohnsonD. Johnson,7,0.0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,duke-johnson-johnsdu02,RB,2022
Damien WilliamsD. Williams,14,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,damien-williams-willida20,RB,2022
Taiwan JonesT. Jones,7,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,taiwan-jones-jonesta01,RB,2022
Justin JeffersonJ. Jefferson,7,358.0,2,2,34,0,0,0,4,24,1,0,128,1809,8,1,0,0,justin-jefferson-jeffeju01,WR,2022
Tyreek HillT. Hill,11,338.0,0,0,0,0,0,0,7,32,1,0,119,1710,7,0,0,1,tyreek-hill-hillty02,WR,2022
Davante AdamsD. Adams,6,329.0,0,0,0,0,0,0,3,-1,0,0,100,1516,14,0,0,0,davante-adams-adamsda04,WR,2022
Stefon DiggsS. Diggs,7,309.0,0,0,0,0,0,0,1,-3,0,0,108,1429,11,0,0,0,stefon-diggs-diggsst01,WR,2022
A.J. BrownA. Brown,7,293.0,0,0,0,0,0,0,0,0,0,0,88,1496,11,0,2,0,aj-brown-brownaj01,WR,2022
CeeDee LambC. Lamb,9,293.0,0,0,0,0,0,0,10,47,0,0,107,1359,9,0,0,0,ceedee-lamb-lambce01,WR,2022
Amon-Ra St. BrownA. St. Brown,6,255.0,0,0,0,0,0,0,9,95,0,0,106,1161,6,0,0,0,amonra-st-brown-stbroam01,WR,2022
Jaylen WaddleJ. Waddle,11,249.0,0,0,0,0,0,0,3,26,0,0,75,1356,8,0,1,0,jaylen-waddle-waddlja01,WR,2022
DeVonta SmithD. Smith,7,248.0,0,0,0,0,0,0,0,0,0,0,95,1196,7,0,1,0,devonta-smith-smithde16,WR,2022
Amari CooperA. Cooper,9,240.0,1,0,0,0,1,0,0,0,0,0,78,1160,9,0,0,0,amari-cooper-coopeam01,WR,2022
Ja'Marr ChaseJ. Chase,10,238.0,0,0,0,0,0,0,5,8,0,0,87,1046,9,0,2,0,jamarr-chase-chaseja01,WR,2022
Christian KirkC. Kirk,11,235.0,1,0,0,0,0,0,5,11,0,0,84,1108,8,0,1,0,christian-kirk-kirkch01,WR,2022
Tyler LockettT. Lockett,11,231.0,0,0,0,0,0,0,0,0,0,0,84,1033,9,0,2,0,tyler-lockett-lockety01,WR,2022
D.K. MetcalfD. Metcalf,11,222.0,0,0,0,0,0,0,0,0,0,0,90,1048,6,0,2,0,dk-metcalf-metcadk01,WR,2022
Brandon AiyukB. Aiyuk,9,220.0,0,0,0,0,0,0,2,23,0,0,78,1015,8,0,1,0,brandon-aiyuk-aiyukbr01,WR,2022
Mike EvansM. Evans,11,220.0,0,0,0,0,0,0,0,0,0,0,77,1124,6,0,0,0,mike-evans-evansmi03,WR,2022
Terry McLaurinT. McLaurin,14,220.0,0,0,0,0,0,0,7,29,0,0,77,1191,5,0,0,0,terry-mclaurin-mclaute01,WR,2022
Chris GodwinC. Godwin,11,219.0,0,0,0,0,0,0,3,5,0,0,104,1023,3,1,2,0,chris-godwin-godwich01,WR,2022
Tee HigginsT. Higgins,10,214.0,0,0,0,0,0,0,0,0,0,0,74,1029,7,1,0,0,tee-higgins-higgite01,WR,2022
Michael PittmanM. Pittman,14,212.0,0,0,0,0,0,0,3,30,0,0,99,925,4,0,1,0,michael-pittman-pittmmi02,WR,2022
Garrett WilsonG. Wilson,10,209.0,1,0,0,0,0,0,4,4,0,0,83,1103,4,0,1,0,garrett-wilson-wilsoga01,WR,2022
Jerry JeudyJ. Jeudy,9,197.0,0,0,0,0,0,0,4,40,0,0,67,972,6,0,0,0,jerry-jeudy-jeudyje01,WR,2022
Cooper KuppC. Kupp,7,197.0,1,0,0,0,0,0,9,52,1,0,75,812,6,0,1,0,cooper-kupp-kuppco01,WR,2022
Chris OlaveC. Olave,14,196.0,0,0,0,0,0,0,0,0,0,0,72,1042,4,1,2,0,chris-olave-olavech01,WR,2022
Zay JonesZ. Jones,11,190.0,0,0,0,0,0,0,4,18,0,0,82,823,5,1,0,0,zay-jones-jonesis02,WR,2022
D.J. MooreD. Moore,13,189.0,0,0,0,0,0,0,10,53,0,0,63,888,7,0,0,0,dj-moore-mooredj02,WR,2022
Jakobi MeyersJ. Meyers,10,179.0,0,0,0,0,0,0,2,-11,0,0,67,804,6,1,2,0,jakobi-meyers-meyerja01,WR,2022
JuJu Smith-SchusterJ. Smith-Schuster,8,179.0,0,0,0,0,0,0,0,0,0,0,78,933,3,0,2,0,juju-smithschuster-smithju03,WR,2022
Drake LondonD. London,14,174.0,0,0,0,0,0,0,0,0,0,0,72,866,4,1,3,0,drake-london-londodr01,WR,2022
Diontae JohnsonD. Johnson,9,172.0,0,0,0,0,0,0,7,25,0,0,86,882,0,2,0,0,diontae-johnson-johnsdi05,WR,2022
Adam ThielenA. Thielen,7,171.0,0,0,0,0,0,0,1,4,0,0,70,716,6,1,0,0,adam-thielen-thielad01,WR,2022
Mike WilliamsM. Williams,8,171.0,0,0,0,0,0,0,0,0,0,0,63,895,4,0,0,0,mike-williams-willimi21,WR,2022
Allen LazardA. Lazard,14,167.0,0,0,0,0,0,0,2,0,0,0,60,788,6,0,0,0,allen-lazard-lazaral01,WR,2022
Curtis SamuelC. Samuel,14,166.0,0,0,0,0,0,0,38,187,1,0,64,656,4,0,1,0,curtis-samuel-samuecu01,WR,2022
Gabriel DavisG. Davis,7,165.0,0,0,0,0,0,0,0,0,0,0,48,836,7,0,1,0,gabriel-davis-davisga05,WR,2022
Josh PalmerJ. Palmer,8,161.0,0,0,0,0,0,0,1,4,0,0,72,769,3,1,0,0,josh-palmer-palmejo03,WR,2022
Deebo SamuelD. Samuel,9,161.0,0,0,0,0,0,0,42,232,3,0,56,632,2,0,2,0,deebo-samuel-samuede01,WR,2022
Keenan AllenK. Allen,8,160.0,0,0,0,0,0,0,1,8,0,0,66,752,4,0,1,0,keenan-allen-allenke03,WR,2022
Tyler BoydT. Boyd,10,160.0,1,1,23,0,0,0,0,0,0,0,58,762,5,1,0,0,tyler-boyd-boydty01,WR,2022
George PickensG. Pickens,9,159.0,0,0,0,0,0,0,3,24,1,0,52,801,4,1,0,0,george-pickens-pickege01,WR,2022
Donovan Peoples-JonesD. Peoples-Jones,9,158.0,0,0,0,0,0,0,1,2,0,0,61,839,3,0,1,0,donovan-peoplesjones-peopldo01,WR,2022
Christian WatsonC. Watson,14,155.0,0,0,0,0,0,0,7,80,2,0,41,611,7,0,0,0,christian-watson-watsoch02,WR,2022
Courtland SuttonC. Sutton,9,154.0,0,0,0,0,0,0,1,5,0,0,64,829,2,0,0,0,courtland-sutton-suttoco01,WR,2022
Marquise BrownM. Brown,13,149.0,0,0,0,0,0,0,1,1,0,0,67,709,3,0,0,0,marquise-brown-brownma18,WR,2022
DeAndre HopkinsD. Hopkins,13,148.0,0,0,0,0,0,0,0,0,0,0,64,717,3,0,1,0,deandre-hopkins-hopkide01,WR,2022
Mack HollinsM. Hollins,6,147.0,1,1,4,0,0,0,4,40,0,0,57,690,4,0,0,0,mack-hollins-hollima02,WR,2022
K.J. OsbornK. Osborn,7,145.0,0,0,0,0,0,0,3,6,0,0,60,650,5,0,0,0,kj-osborn-osborkj01,WR,2022
Parris CampbellP. Campbell,14,141.0,0,0,0,0,0,0,5,58,0,0,63,623,3,0,0,0,parris-campbell-campbpa01,WR,2022
Brandin CooksB. Cooks,6,139.0,0,0,0,0,0,0,2,7,0,0,57,699,3,0,0,0,brandin-cooks-cooksbr01,WR,2022
Richie JamesR. James,9,129.0,0,0,0,0,0,0,2,6,0,0,57,569,4,0,3,0,richie-james-jamesri01,WR,2022
Jahan DotsonJ. Dotson,14,127.0,0,0,0,0,0,0,2,-7,0,0,35,523,7,1,0,0,jahan-dotson-dotsoja01,WR,2022
Darius SlaytonD. Slayton,9,123.0,0,0,0,0,0,0,0,0,0,0,46,724,2,0,1,0,darius-slayton-slaytda01,WR,2022
Russell GageR. Gage,11,119.0,0,0,0,0,0,0,0,0,0,0,51,426,5,1,1,0,russell-gage-gageru01,WR,2022
Marquez Valdes-ScantlingM. Valdes-Scantling,8,117.0,0,0,0,0,0,0,1,-3,0,0,42,687,2,0,0,0,marquez-valdesscantling-valdema01,WR,2022
Chris MooreC. Moore,6,111.0,0,0,0,0,0,0,3,3,0,0,48,548,2,0,0,0,chris-moore-moorech05,WR,2022
Noah BrownN. Brown,9,110.0,0,0,0,0,0,0,0,0,0,0,43,555,3,0,1,0,noah-brown-brownno02,WR,2022
Marvin JonesM. Jones,11,110.0,0,0,0,0,0,0,0,0,0,0,46,529,3,0,0,0,marvin-jones-jonesma08,WR,2022
DeAndre CarterD. Carter,8,109.0,0,0,0,0,0,0,2,-15,0,0,46,538,3,0,2,0,deandre-carter-cartede03,WR,2022
Greg DortchG. Dortch,13,109.0,0,0,0,0,0,0,7,44,0,0,52,467,2,0,1,0,greg-dortch-dortcgr01,WR,2022
Robert WoodsR. Woods,6,109.0,0,0,0,0,0,0,0,0,0,0,53,527,2,0,1,0,robert-woods-woodsro06,WR,2022
Isaiah McKenzieI. McKenzie,7,108.0,0,0,0,0,0,0,9,55,1,0,42,423,4,0,0,0,isaiah-mckenzie-mckenis01,WR,2022
Alec PierceA. Pierce,14,107.0,0,0,0,0,0,0,0,0,0,0,41,593,2,0,0,0,alec-pierce-piercal01,WR,2022
Devin DuvernayD. Duvernay,10,103.0,0,0,0,0,0,0,12,84,1,0,37,407,3,0,0,0,devin-duvernay-duverde01,WR,2022
Olamide ZaccheausO. Zaccheaus,14,103.0,0,0,0,0,0,0,2,7,0,0,40,533,3,0,1,0,olamide-zaccheaus-zacchol01,WR,2022
Kalif RaymondK. Raymond,6,102.0,0,0,0,0,0,0,7,36,0,0,47,616,0,0,1,0,kalif-raymond-raymokh01,WR,2022
Chase ClaypoolC. Claypool,14,100.0,1,1,1,1,0,0,9,59,0,0,46,451,1,0,1,0,chase-claypool-claypch01,WR,2022
Michael GallupM. Gallup,9,100.0,0,0,0,0,0,0,0,0,0,0,39,424,4,0,0,0,michael-gallup-gallumi01,WR,2022
Josh ReynoldsJ. Reynolds,6,98.0,0,0,0,0,0,0,0,0,0,0,38,479,3,0,0,0,josh-reynolds-reynojo03,WR,2022
Romeo DoubsR. Doubs,14,97.0,0,0,0,0,0,0,1,11,0,0,42,425,3,0,1,0,romeo-doubs-doubsro01,WR,2022
Isaiah HodginsI. Hodgins,9,97.0,0,0,0,0,0,0,0,0,0,0,37,392,4,1,1,0,isaiah-hodgins-hodgiis01,WR,2022
Darnell MooneyD. Mooney,14,97.0,0,0,0,0,0,0,1,2,0,0,40,493,2,0,0,0,darnell-mooney-mooneda01,WR,2022
DeVante ParkerD. Parker,10,97.0,0,0,0,0,0,0,0,0,0,0,31,539,3,0,0,0,devante-parker-parkede02,WR,2022
Demarcus RobinsonD. Robinson,10,97.0,0,0,0,0,0,0,0,0,0,0,48,458,2,0,1,0,demarcus-robinson-robinde06,WR,2022
Rashid ShaheedR. Shaheed,14,94.0,0,0,0,0,0,0,4,57,1,0,28,488,2,0,0,0,rashid-shaheed-shahera01,WR,2022
D.J. CharkD. Chark,6,93.0,0,0,0,0,0,0,0,0,0,0,30,502,3,0,0,0,dj-chark-charkdj01,WR,2022
Nico CollinsN. Collins,6,92.0,0,0,0,0,0,0,0,0,0,0,37,481,2,0,0,0,nico-collins-collini02,WR,2022
Corey DavisC. Davis,10,91.0,0,0,0,0,0,0,0,0,0,0,32,536,2,0,0,0,corey-davis-davisco05,WR,2022
Mecole HardmanM. Hardman,8,89.0,0,0,0,0,0,0,4,31,2,0,25,297,4,0,0,0,mecole-hardman-hardmme01,WR,2022
Treylon BurksT. Burks,6,88.0,0,0,0,0,0,0,4,47,0,0,33,444,1,0,0,1,treylon-burks-burkstr01,WR,2022
Rondale MooreR. Moore,13,86.0,0,0,0,0,0,0,6,-5,0,0,41,414,1,0,0,0,rondale-moore-moorero09,WR,2022
Marquise GoodwinM. Goodwin,11,85.0,0,0,0,0,0,0,2,5,0,0,27,387,4,0,0,0,marquise-goodwin-goodwma02,WR,2022
Elijah MooreE. Moore,10,83.0,0,0,0,0,0,0,5,5,0,0,37,446,1,0,0,0,elijah-moore-mooreel01,WR,2022
Kendrick BourneK. Bourne,10,81.0,0,0,0,0,0,0,6,39,0,0,35,434,1,0,0,0,kendrick-bourne-bournke01,WR,2022
Allen RobinsonA. Robinson,7,81.0,0,0,0,0,0,0,0,0,0,0,33,339,3,0,0,0,allen-robinson-robinal04,WR,2022
Bennett SkowronekB. Skowronek,7,79.0,0,0,0,0,0,0,1,17,1,0,39,376,0,0,0,0,bennett-skowronek-skowrbe01,WR,2022
Quez WatkinsQ. Watkins,7,79.0,0,0,0,0,0,0,3,1,0,0,33,354,3,0,1,0,quez-watkins-watkiqu01,WR,2022
Terrace MarshallT. Marshall,13,78.0,0,0,0,0,0,0,0,0,0,0,28,490,1,0,0,0,terrace-marshall-marshte01,WR,2022
Nick WestbrookN. Westbrook,6,78.0,0,0,0,0,0,0,0,0,0,0,25,397,3,0,0,0,nick-westbrook-westbni01,WR,2022
Jauan JenningsJ. Jennings,9,77.0,0,0,0,0,0,0,0,0,0,0,35,416,1,0,0,0,jauan-jennings-jennija02,WR,2022
Randall CobbR. Cobb,14,76.0,0,0,0,0,0,0,0,0,0,0,34,417,1,0,0,0,randall-cobb-cobbra01,WR,2022
Trent SherfieldT. Sherfield,11,76.0,0,0,0,0,0,0,0,0,0,0,30,417,2,0,0,0,trent-sherfield-sherftr01,WR,2022
Hunter RenfrowH. Renfrow,6,75.0,0,0,0,0,0,0,0,0,0,0,36,330,2,0,1,0,hunter-renfrow-renfrhu01,WR,2022
Van JeffersonV. Jefferson,7,74.0,0,0,0,0,0,0,0,0,0,0,24,369,3,0,0,0,van-jefferson-jeffeva01,WR,2022
Nelson AgholorN. Agholor,10,73.0,0,0,0,0,0,0,0,0,0,0,31,362,2,0,2,0,nelson-agholor-agholne01,WR,2022
Laviska ShenaultL. Shenault,13,65.0,0,0,0,0,0,0,9,65,1,0,27,272,1,0,0,0,laviska-shenault-shenala01,WR,2022
Julio JonesJ. Jones,11,64.0,0,0,0,0,0,0,5,45,0,0,24,299,2,0,0,0,julio-jones-jonesju05,WR,2022
Jamal AgnewJ. Agnew,11,62.0,0,0,0,0,0,0,12,86,0,0,23,187,3,1,0,0,jamal-agnew-agnewja01,WR,2022
Chatarius AtwellC. Atwell,7,60.0,0,0,0,0,0,0,9,34,1,0,18,298,1,0,0,0,chatarius-atwell-atwelch01,WR,2022
Tyquan ThorntonT. Thornton,10,60.0,0,0,0,0,0,0,3,16,1,0,22,247,2,0,0,0,tyquan-thornton-thornty02,WR,2022
Trenton IrwinT. Irwin,10,59.0,0,0,0,0,0,0,1,11,0,0,15,231,4,0,0,0,trenton-irwin-irwintr01,WR,2022
Dante PettisD. Pettis,14,59.0,0,0,0,0,0,0,2,37,0,0,19,245,3,0,0,0,dante-pettis-pettida02,WR,2022
A.J. GreenA. Green,13,58.0,0,0,0,0,0,0,0,0,0,0,24,236,2,1,0,0,aj-green-greenaj02,WR,2022
Shi SmithS. Smith,13,58.0,0,0,0,0,0,0,0,0,0,0,22,296,2,0,1,0,shi-smith-smithsh12,WR,2022
Jarvis LandryJ. Landry,14,57.0,0,0,0,0,0,0,0,0,0,0,25,272,1,1,0,0,jarvis-landry-landrja02,WR,2022
Equanimeous St. BrownE. St. Brown,14,57.0,0,0,0,0,0,0,6,54,0,0,21,323,1,0,0,0,equanimeous-st-brown-stbroeq01,WR,2022
Ray Ray McCloudR. McCloud,9,54.0,0,0,0,0,0,0,4,78,1,0,14,243,1,0,0,0,ray-ray-mccloud-mcclora01,WR,2022
Kadarius ToneyK. Toney,8,54.0,0,0,0,0,0,0,7,82,1,0,16,171,2,0,1,0,kadarius-toney-toneyka01,WR,2022
Justin WatsonJ. Watson,8,54.0,0,0,0,0,0,0,0,0,0,0,15,315,2,0,0,0,justin-watson-watsoju02,WR,2022
Braxton BerriosB. Berrios,10,52.0,1,1,2,1,0,0,9,91,2,0,18,145,0,0,0,0,braxton-berrios-berribr01,WR,2022
Robby AndersonR. Anderson,13,51.0,0,0,0,0,0,0,0,0,0,0,20,282,1,0,1,0,robby-anderson-anderro05,WR,2022
Rashod BatemanR. Bateman,10,51.0,0,0,0,0,0,0,0,0,0,0,15,285,2,0,1,0,rashod-bateman-batemra01,WR,2022
Kendall HintonK. Hinton,9,51.0,0,0,0,0,0,0,2,13,0,0,24,311,0,0,0,0,kendall-hinton-hintoke01,WR,2022
Wan'Dale RobinsonW. Robinson,9,50.0,0,0,0,0,0,0,2,-1,0,0,23,227,1,0,0,0,wandale-robinson-robinwa02,WR,2022
Michael ThomasM. Thomas,14,49.0,0,0,0,0,0,0,0,0,0,0,16,171,3,0,0,0,michael-thomas-thomami05,WR,2022
Damiere ByrdD. Byrd,14,48.0,0,0,0,0,0,0,0,0,0,0,13,268,2,0,0,0,damiere-byrd-byrdda03,WR,2022
Tre'Quan SmithT. Smith,14,48.0,0,0,0,0,0,0,0,0,0,0,19,278,1,0,0,0,trequan-smith-smithtr09,WR,2022
Phillip DorsettP. Dorsett,6,46.0,1,0,0,0,0,0,0,0,0,0,20,257,1,0,0,0,phillip-dorsett-dorseph01,WR,2022
Sammy WatkinsS. Watkins,10,43.0,0,0,0,0,0,0,0,0,0,0,16,325,0,0,1,0,sammy-watkins-watkisa01,WR,2022
Skyy MooreS. Moore,8,42.0,0,0,0,0,0,0,3,24,0,0,22,250,0,0,3,0,skyy-moore-mooresk02,WR,2022
Brandon PowellB. Powell,7,41.0,0,0,0,0,0,0,17,80,0,0,24,156,0,0,0,0,brandon-powell-powelbr01,WR,2022
David BellD. Bell,9,39.0,0,0,0,0,0,0,0,0,0,0,24,214,0,0,0,0,david-bell-bellda02,WR,2022
Ashton DulinA. Dulin,14,37.0,0,0,0,0,0,0,2,8,0,0,15,207,1,0,0,0,ashton-dulin-dulinas01,WR,2022
Khadarel HodgeK. Hodge,14,37.0,0,0,0,0,0,0,0,0,0,0,13,202,1,1,0,0,khadarel-hodge-hodgekh01,WR,2022
Scott MillerS. Miller,11,37.0,0,0,0,0,0,0,1,8,0,0,23,185,0,0,0,0,scott-miller-millesc03,WR,2022
Amari RodgersA. Rodgers,6,37.0,0,0,0,0,0,0,2,7,0,0,16,204,1,0,2,0,amari-rodgers-rodgeam01,WR,2022
Marquez CallawayM. Callaway,14,35.0,0,0,0,0,0,0,0,0,0,0,16,158,1,0,0,0,marquez-callaway-callama01,WR,2022
Byron PringleB. Pringle,14,33.0,0,0,0,0,0,0,0,0,0,0,10,135,2,0,0,0,byron-pringle-pringby01,WR,2022
Sterling ShepardS. Shepard,9,33.0,0,0,0,0,0,0,0,0,0,0,13,154,1,0,0,0,sterling-shepard-shepast01,WR,2022
Velus JonesV. Jones,14,32.0,0,0,0,0,0,0,9,103,1,0,7,107,1,0,3,0,velus-jones-jonesve01,WR,2022
Jalen NailorJ. Nailor,7,31.0,0,0,0,0,0,0,0,0,0,0,9,179,1,0,0,0,jalen-nailor-nailoja01,WR,2022
Khalil ShakirK. Shakir,7,31.0,0,0,0,0,0,0,0,0,0,0,10,161,1,1,0,0,khalil-shakir-shakikh01,WR,2022
Dyami BrownD. Brown,14,30.0,0,0,0,0,0,0,1,15,0,0,5,143,2,0,0,0,dyami-brown-browndy01,WR,2022
Zach PascalZ. Pascal,7,30.0,0,0,0,0,0,0,1,0,0,0,15,150,1,0,0,0,zach-pascal-pascaza01,WR,2022
Keelan ColeK. Cole,6,29.0,0,0,0,0,0,0,0,0,0,0,10,141,1,0,0,0,keelan-cole-coleke01,WR,2022
River CracraftR. Cracraft,11,29.0,0,0,0,0,0,0,0,0,0,0,9,102,2,0,0,0,river-cracraft-cracrri01,WR,2022
