Player,Pos,Bye,Pts,passAtt,passCmp,passYds,passTD,passInt,pass2pt,rushAtt,rushYds,rushTD,ru2pt,rec,recYds,recTD,rec2pt,FL,FLTD
Demetrius Harris,TE,5,35,0,0,0,0,0,0,0,0,0,0,17,123,1,1,0,0
Luke Willson,TE,5,35,0,0,0,0,0,0,0,0,0,0,15,129,2,0,0,0
Kenyan Drake,RB,8,35,0,0,0,0,0,0,33,179,2,0,9,46,0,0,0,0
Harry Douglas,WR,13,34,0,0,0,0,0,0,0,0,0,0,15,210,0,0,0,0
Alfred Morris,RB,7,34,0,0,0,0,0,0,69,243,2,0,3,11,0,0,0,0
Bennie Fowler,WR,11,34,0,0,0,0,0,0,0,0,0,0,11,145,2,0,0,0
Tanner McEvoy,WR,5,34,1,1,43,0,0,0,0,0,0,0,9,140,2,0,0,0
Josh Hill,TE,5,34,0,0,0,0,0,0,0,0,0,0,15,149,1,0,0,0
Cody Core,WR,9,34,0,0,0,0,0,0,0,0,0,0,17,200,0,0,0,0
Nick Foles,QB,8,33,55,36,410,3,0,0,4,-4,0,0,0,0,0,0,0,0
Andre Roberts,WR,9,33,0,0,0,0,0,0,0,0,0,0,14,188,1,0,1,0
Lance Dunbar,RB,7,33,0,0,0,0,0,0,9,31,1,0,16,122,0,0,0,0
Corey Grant,RB,5,33,0,0,0,0,0,0,32,164,1,0,4,35,1,0,0,0
Xavier Grimble,TE,8,32,0,0,0,0,0,0,0,0,0,0,11,118,2,0,0,0
Jaron Brown,WR,9,32,0,0,0,0,0,0,0,0,0,0,11,187,1,0,0,0
Kenneth Farrow,RB,11,32,0,0,0,0,0,0,60,192,0,0,13,70,0,0,1,0
DuJuan Harris,RB,8,32,0,0,0,0,0,0,38,138,0,0,8,115,1,0,2,0
Josh Huff,WR,6,31,1,0,0,0,0,0,4,15,0,0,16,113,1,0,0,0
Jeff Janis,WR,4,31,0,0,0,0,0,0,2,38,1,0,11,93,1,0,0,0
Josh Ferguson,RB,10,31,0,0,0,0,0,0,15,20,0,0,20,136,0,0,0,0
Alex Collins,RB,5,31,0,0,0,0,0,0,31,125,1,0,11,84,0,0,1,0
Peyton Barber,RB,6,31,0,0,0,0,0,0,55,223,1,0,5,28,0,0,0,0
Seth Devalve,TE,13,31,0,0,0,0,0,0,0,0,0,0,10,127,2,0,0,0
Darren Fells,TE,9,31,0,0,0,0,0,0,0,0,0,0,14,154,1,0,0,0
Daniel Brown,TE,9,31,0,0,0,0,0,0,0,0,0,0,16,124,1,0,0,0
Austin Seferian-Jenkins,TE,11,30,0,0,0,0,0,0,0,0,0,0,13,154,1,0,0,0
Paxton Lynch,QB,11,30,83,49,497,2,1,0,11,25,0,0,0,0,0,0,0,0
Jerell Adams,TE,8,30,0,0,0,0,0,0,0,0,0,0,16,122,1,0,0,0
Marquess Wilson,WR,9,30,0,0,0,0,0,0,0,0,0,0,9,160,1,0,0,0
Kenjon Barner,RB,4,29,0,0,0,0,0,0,27,129,2,0,5,42,0,0,0,0
Benny Cunningham,RB,8,29,0,0,0,0,0,0,21,101,0,0,16,91,0,0,0,0
MarQueis Gray,TE,8,29,0,0,0,0,0,0,0,0,0,0,14,174,0,0,0,0
A.J. Derby,TE,11,29,0,0,0,0,0,0,0,0,0,0,16,160,0,0,1,0
Mike Tolbert,RB,7,29,0,0,0,0,0,0,35,114,0,0,10,72,1,0,0,0
Vincent Jackson,WR,6,29,0,0,0,0,0,0,0,0,0,0,15,173,0,0,0,0
Kerwynn Williams,RB,9,28,0,0,0,0,0,0,18,157,2,0,1,6,0,0,0,0
Darren Waller,TE,8,28,0,0,0,0,0,0,0,0,0,0,10,85,2,0,0,0
Braxton Miller,WR,9,28,0,0,0,0,0,0,3,0,0,0,15,99,1,0,0,0
Andre Johnson,WR,13,28,0,0,0,0,0,0,0,0,0,0,9,85,2,0,0,0
Cameron Artis-Payne,RB,7,27,0,0,0,0,0,0,36,144,2,0,1,11,0,0,0,0
Jacoby Brissett,QB,9,27,55,34,400,0,0,0,16,83,1,0,0,0,0,0,1,0
Larry Donnell,TE,8,27,0,0,0,0,0,0,0,0,0,0,15,92,1,0,1,0
Jonathan Grimes,RB,9,27,0,0,0,0,0,0,23,105,0,0,13,94,0,0,0,0
Ed Dickson,TE,7,26,0,0,0,0,0,0,0,0,0,0,10,134,1,0,0,0
Ronnie Hillman,RB,11,26,0,0,0,0,0,0,41,131,0,0,7,93,0,0,0,0
Jaelen Strong,WR,9,25,0,0,0,0,0,0,0,0,0,0,14,131,0,0,0,0
Anthony Fasano,TE,13,25,0,0,0,0,0,0,0,0,0,0,8,83,2,0,0,0
Roger Lewis,WR,8,25,0,0,0,0,0,0,0,0,0,0,7,97,2,0,0,0
Walter Powell,WR,10,25,0,0,0,0,0,0,0,0,0,0,14,142,0,0,0,0
Freddie Martino,WR,4,25,0,0,0,0,0,0,0,0,0,0,8,142,1,0,0,0
Ameer Abdullah,RB,10,25,0,0,0,0,0,0,18,101,0,0,5,57,1,0,0,0
Danny Woodhead,RB,11,25,0,0,0,0,0,0,19,116,0,0,6,35,1,0,0,0
Orleans Darkwa,RB,8,24,0,0,0,0,0,0,30,111,2,0,2,12,0,0,0,0
Cecil Shorts,WR,9,24,0,0,0,0,0,0,0,0,0,0,11,152,0,0,0,0
Kapri Bibbs,RB,11,24,0,0,0,0,0,0,29,129,0,0,2,75,1,0,0,0
Brent Celek,TE,4,24,0,0,0,0,0,0,0,0,0,0,14,155,0,0,0,0
Reggie Bush,RB,10,23,0,0,0,0,0,0,12,-3,1,0,7,90,0,1,0,0
Chris Harper,WR,9,23,0,0,0,0,0,0,0,0,0,0,13,133,0,0,0,0
Tyler Higbee,TE,8,22,0,0,0,0,0,0,0,0,0,0,11,85,1,0,0,0
Stephen Anderson,TE,9,22,0,0,0,0,0,0,0,0,0,0,11,93,1,0,0,0
Jarius Wright,WR,6,22,0,0,0,0,0,0,0,0,0,0,11,67,1,0,0,0
Andre Ellington,RB,9,21,0,0,0,0,0,0,34,96,0,0,12,85,0,0,0,0
Neal Sterling,TE,5,21,0,0,0,0,0,0,0,0,0,0,12,110,0,0,0,0
Jeff Heuerman,TE,11,21,0,0,0,0,0,0,0,0,0,0,9,141,0,0,0,0
Brandon Tate,WR,10,21,0,0,0,0,0,0,3,48,0,0,8,117,0,0,0,0
Paul Turner,WR,4,21,0,0,0,0,0,0,0,0,0,0,9,126,0,0,0,0
James Wright,WR,9,21,0,0,0,0,0,0,2,-6,0,0,13,106,0,0,0,0
John Phillips,TE,5,20,0,0,0,0,0,0,0,0,0,0,10,72,1,0,0,0
Derek Anderson,QB,7,20,53,36,453,2,5,1,1,4,0,0,0,0,0,0,1,0
Arrelious Benn,WR,5,20,0,0,0,0,0,0,0,0,0,0,5,116,1,0,0,0
Pharoh Cooper,WR,8,20,1,0,0,0,1,0,0,0,0,0,14,106,0,0,0,0
Brittan Golden,WR,9,19,0,0,0,0,0,0,0,0,0,0,8,82,1,0,1,0
Nick O'Leary,TE,10,19,0,0,0,0,0,0,0,0,0,0,9,114,0,1,0,0
Crockett Gillmore,TE,8,19,0,0,0,0,0,0,0,0,0,0,8,71,1,0,0,0
Greg Salas,WR,10,18,0,0,0,0,0,0,0,0,0,0,4,89,1,0,0,0
Brandon Myers,TE,6,18,0,0,0,0,0,0,0,0,0,0,7,59,1,1,0,0
Rhett Ellison,TE,6,18,0,0,0,0,0,0,1,1,1,0,9,57,0,0,0,0
Jordan Cameron,TE,8,18,0,0,0,0,0,0,0,0,0,0,8,60,1,0,0,0
Tom Savage,QB,9,18,73,46,461,0,0,0,6,12,0,0,0,0,0,0,1,0
Matt Cassel,QB,13,18,51,30,284,2,2,0,4,3,0,0,0,0,0,0,0,0
Ka'Deem Carey,RB,9,17,0,0,0,0,0,0,32,126,0,0,5,55,0,0,0,0
Dominique Jones,TE,8,17,0,0,0,0,0,0,0,0,0,0,7,61,1,0,0,0
Tyler Kroft,TE,9,16,0,0,0,0,0,0,0,0,0,0,10,92,0,0,0,0
Demarcus Ayers,WR,8,16,0,0,0,0,0,0,2,-12,0,0,6,53,1,0,0,0
Markus Wheaton,WR,8,16,0,0,0,0,0,0,0,0,0,0,4,51,1,1,0,0
Arian Foster,RB,8,16,0,0,0,0,0,0,22,55,0,0,6,78,0,0,0,0
Terron Ward,RB,11,16,0,0,0,0,0,0,31,151,0,0,1,11,0,0,0,0
Kevin Hogan,QB,13,16,26,14,104,0,2,0,8,105,1,0,0,0,0,0,0,0
Andy Janovich,RB,11,16,0,0,0,0,0,0,4,33,1,0,5,44,0,0,0,0
C.J. Spiller,RB,11,16,0,0,0,0,0,0,6,18,0,0,6,50,1,0,0,0
Mack Brown,RB,9,15,0,0,0,0,0,0,8,82,1,0,1,-2,0,0,0,0
Denard Robinson,RB,5,15,0,0,0,0,0,0,41,144,0,0,3,22,0,0,0,0
Patrick DiMarco,RB,11,15,0,0,0,0,0,0,0,0,0,0,7,52,1,0,0,0
Keith Mumphery,WR,9,15,0,0,0,0,0,0,0,0,0,0,10,69,0,0,0,0
Ryan Grant,WR,9,14,0,0,0,0,0,0,0,0,0,0,9,76,0,0,0,0
Chris Johnson,RB,9,14,0,0,0,0,0,0,25,95,1,0,0,0,0,0,0,0
David Johnson,RB,8,14,0,0,0,0,0,0,0,0,0,0,7,80,0,1,0,0
Antone Smith,RB,6,14,0,0,0,0,0,0,10,47,0,0,6,77,0,0,1,0
Tommylee Lewis,WR,5,14,0,0,0,0,0,0,3,11,0,0,7,76,0,0,0,0
Cody Latimer,WR,11,14,0,0,0,0,0,0,0,0,0,0,8,76,0,0,0,0
Jeremy Ross,WR,9,13,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0
Maurice Harris,WR,9,13,0,0,0,0,0,0,0,0,0,0,8,66,0,0,0,0
Jonathan Williams,RB,10,13,1,0,0,0,0,0,27,94,1,0,1,0,0,0,2,0
Akeem Hunt,RB,9,13,0,0,0,0,0,0,20,109,0,0,3,29,0,0,0,0
Alan Cross,TE,6,13,0,0,0,0,0,0,0,0,0,0,6,38,1,0,0,0
Mike Davis,RB,8,13,0,0,0,0,0,0,19,50,1,0,3,25,0,0,1,0
T.J. Jones,WR,10,12,0,0,0,0,0,0,0,0,0,0,5,93,0,0,0,0
Joshua Perkins,TE,11,12,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
Gavin Escobar,TE,7,12,0,0,0,0,0,0,0,0,0,0,4,30,1,0,0,0
Jamaal Charles,RB,5,12,0,0,0,0,0,0,12,40,1,0,2,14,0,0,0,0
Rashard Higgins,WR,13,12,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0
Keenan Allen,WR,11,12,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
Aaron Burbridge,WR,8,12,0,0,0,0,0,0,0,0,0,0,7,88,0,0,1,0
Marcel Reece,RB,10,12,0,0,0,0,0,0,2,0,0,0,5,73,0,1,0,0
De'Anthony Thomas,WR,5,11,0,0,0,0,0,0,4,29,0,0,7,35,0,0,0,0
Wendall Williams,WR,11,11,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0
Geoff Swaim,TE,7,11,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
Brandon Bostick,TE,11,11,0,0,0,0,0,0,0,0,0,0,8,63,0,0,0,0
Blake Bell,TE,8,11,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0
Darren McFadden,RB,7,11,0,0,0,0,0,0,24,87,0,0,3,17,0,0,0,0
Leonte Carroo,WR,8,11,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0
Charlie Whitehurst,QB,13,11,24,14,182,1,1,0,2,1,0,0,0,0,0,0,0,0
Drew Stanton,QB,9,11,48,19,192,2,3,0,3,-3,0,0,0,0,0,0,0,0
Mike Glennon,QB,6,11,11,10,75,1,0,1,0,0,0,0,0,0,0,0,0,0
Jerome Felton,RB,10,10,0,0,0,0,0,0,8,13,0,0,6,57,0,0,0,0
Derek Watt,RB,11,10,0,0,0,0,0,0,2,4,0,0,4,83,0,0,0,0
Nick Williams,WR,11,10,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,0
Scott Tolzien,QB,10,10,37,23,216,1,2,0,6,3,0,0,0,0,0,0,0,0
Bryce Treggs,WR,4,10,0,0,0,0,0,0,2,7,0,0,3,80,0,0,0,0
Trevor Davis,WR,4,10,0,0,0,0,0,0,0,0,0,0,3,24,1,0,1,0
Alex Erickson,WR,9,10,0,0,0,0,0,0,0,0,0,0,6,71,0,0,0,0
Chris Moore,WR,8,10,0,0,0,0,0,0,3,19,0,0,7,46,0,0,0,0
Phillip Supernaw,TE,13,9,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0
Matt Lengel,TE,9,9,0,0,0,0,0,0,0,0,0,0,2,22,1,0,0,0
Nick Boyle,TE,8,9,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0
Shaun Hill,QB,6,9,35,19,242,0,0,0,5,5,0,0,0,0,0,0,0,0
Terrell Watson,RB,11,9,0,0,0,0,0,0,9,28,1,0,1,5,0,0,0,0
Lucky Whitehead,WR,7,9,0,0,0,0,0,0,10,82,0,0,3,48,0,0,1,0
George Atkinson III,RB,10,9,0,0,0,0,0,0,7,34,1,0,0,0,0,0,0,0
Byron Marshall,RB,4,9,0,0,0,0,0,0,19,64,0,0,3,10,0,0,0,0
Connor Cook,QB,10,9,21,14,150,1,1,0,0,0,0,0,0,0,0,0,1,0
Trevone Boykin,QB,5,8,18,13,145,1,1,0,8,1,0,0,0,0,0,0,0,0
Geno Smith,QB,11,8,14,8,126,1,1,0,2,9,0,0,0,0,0,0,0,0
Dexter McCluster,WR,13,8,0,0,0,0,0,0,3,2,0,0,7,36,0,0,0,0
Adrian Peterson,RB,6,8,0,0,0,0,0,0,37,72,0,0,3,8,0,0,1,0
Fitzgerald Toussaint,RB,8,8,0,0,0,0,0,0,14,58,0,0,3,33,0,0,0,0
Jace Amaro,TE,11,8,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0
Connor Hamlett,TE,13,8,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0
Lee Smith,TE,10,8,0,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0
Andre Williams,RB,8,8,0,0,0,0,0,0,18,87,0,0,0,0,0,0,0,0
Ifeanyi Momah,TE,9,7,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0
D.J. Tialavea,TE,11,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Malcolm Brown,RB,8,7,0,0,0,0,0,0,18,39,0,0,3,46,0,0,1,0
Tony Romo,QB,7,7,4,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Holton,WR,10,7,0,0,0,0,0,0,6,43,0,0,2,34,0,0,1,0
Taiwan Jones,RB,10,7,0,0,0,0,0,0,1,-8,0,0,4,43,0,0,0,0
Malcolm Johnson,RB,13,7,0,0,0,0,0,0,1,2,0,0,5,44,0,0,1,0
Knile Davis,RB,4,7,0,0,0,0,0,0,18,28,0,0,5,25,0,0,0,0
Josh Doctson,WR,9,7,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0
Dwayne Harris,WR,8,7,0,0,0,0,0,0,0,0,0,0,1,13,1,0,1,0
Juwan Thompson,RB,11,7,0,0,0,0,0,0,8,26,1,0,0,0,0,0,0,0
Michael Campanaro,WR,8,6,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0
E.J. Manuel,QB,10,6,26,11,131,0,0,1,8,22,0,0,0,0,0,0,1,0
Ben Braunecker,TE,9,6,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0
Justin Perillo,TE,9,6,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
Luke Stocker,TE,6,6,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0
Tavarres King,WR,8,6,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0
Bradley Marquez,WR,8,6,0,0,0,0,0,0,1,2,0,0,3,37,0,0,0,0
Javorius Allen,RB,8,6,0,0,0,0,0,0,9,34,0,0,3,15,0,0,0,0
Dan Vitale,RB,6,6,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Quan Bray,WR,10,5,0,0,0,0,0,0,1,7,0,0,3,36,0,0,0,0
Mike James,RB,10,5,0,0,0,0,0,0,4,19,0,0,4,22,0,0,0,0
Brandon Wilds,RB,11,5,0,0,0,0,0,0,10,27,0,0,2,20,0,0,0,0
Brandon Williams,TE,5,5,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
Nick Vannett,TE,5,5,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
Keith Smith,RB,7,4,0,0,0,0,0,0,2,5,0,0,3,20,0,0,0,0
Sean McGrath,TE,11,4,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Niles Paul,TE,9,4,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0
Logan Paulsen,TE,9,4,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
Ross Travis,TE,5,4,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
Alex Ellis,TE,13,4,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0
Clay Harbor,TE,10,4,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Lorenzo Taliaferro,RB,8,4,0,0,0,0,0,0,1,0,0,0,3,10,0,0,0,0
Jordan Todman,RB,10,4,0,0,0,0,0,0,9,59,0,0,0,0,0,0,0,0
Anthony Sherman,RB,5,4,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
Rashad Greene,WR,5,4,0,0,0,0,0,0,0,0,0,0,5,32,0,0,1,0
Mike Thomas,WR,8,4,0,0,0,0,0,0,0,0,0,0,3,37,0,0,1,0
Troymaine Pope,RB,5,4,0,0,0,0,0,0,12,44,0,0,1,5,0,0,0,0
Griff Whalen,WR,9,4,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Daniel Lasco,RB,5,4,0,0,0,0,0,0,11,32,0,0,2,11,0,0,0,0
James Develin,RB,9,4,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
Devin Street,WR,10,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
Cole Wick,TE,10,3,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Brandon Bolden,RB,9,3,0,0,0,0,0,0,1,4,0,0,2,15,0,0,0,0
J.D. McKissic,RB,11,3,0,0,0,0,0,0,1,2,0,0,2,16,0,0,0,0
DeAndre Smelter,WR,8,3,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
Percy Harvin,WR,10,3,0,0,0,0,0,0,1,11,0,0,2,6,0,0,0,0
Brenton Bersin,WR,7,3,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Je'Ron Hamm,TE,8,3,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Devin Smith,WR,11,3,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
D.J. Foster,RB,9,2,0,0,0,0,0,0,7,24,0,0,1,2,0,0,0,0
Jalston Fowler,RB,13,2,0,0,0,0,0,0,1,3,0,0,1,14,0,0,0,0
Don Jackson,RB,4,2,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0
Roosevelt Nix,RB,8,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
Isaiah Pead,RB,8,2,0,0,0,0,0,0,8,22,0,0,1,6,0,0,0,0
Jeremy Butler,WR,11,2,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Damiere Byrd,WR,7,2,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Laquon Treadwell,WR,6,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Shane Wynn,WR,5,2,0,0,0,0,0,0,2,5,0,0,1,19,0,0,0,0
Derek Carrier,TE,9,2,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Gerald Christian,TE,10,2,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Ryan Hewitt,TE,9,2,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Henry Krieger Coble,TE,11,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Chris Manhertz,TE,7,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
James O'Shaughnessy,TE,5,2,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0
MyCole Pruitt,TE,9,2,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Randall Telfer,TE,13,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
David Morgan,TE,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Matthew Mulligan,TE,10,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Rod Smith,RB,7,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Troy Niklas,TE,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Antonio Andrews,RB,13,1,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0
Rashad Ross,WR,9,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Paul McRoberts,WR,8,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Marc Mariani,WR,9,1,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
George Farmer,WR,5,1,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0
Bralon Addison,WR,11,1,0,0,0,0,0,0,1,4,0,0,1,11,0,0,1,0
Jared Abbrederis,WR,4,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Cardale Jones,QB,10,1,11,6,96,0,1,0,1,-1,0,0,0,0,0,0,0,0
Matt McGloin,QB,10,1,15,8,50,0,0,0,3,-3,0,0,0,0,0,0,0,0
Joe Webb,QB,7,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Tony Washington,WR,5,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Joique Bell,RB,10,1,0,0,0,0,0,0,3,6,0,0,1,-2,0,0,0,0
Jordan Payton,WR,13,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Tyler Ervin,RB,9,1,0,0,0,0,0,0,1,3,0,0,3,18,0,0,2,0
Bronson Hill,RB,9,1,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
Paul Lasike,RB,9,1,0,0,0,0,0,0,3,8,0,0,1,3,0,0,0,0
Terrence Magee,RB,5,1,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
Stepfan Taylor,RB,9,1,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0
Marcus Murphy,RB,5,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Cedric Peerman,RB,9,1,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0
Jay Prosch,RB,9,1,0,0,0,0,0,0,4,9,0,0,1,6,0,0,0,0
Chase Reynolds,RB,8,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Khiry Robinson,RB,11,1,0,0,0,0,0,0,8,22,0,0,0,0,0,0,1,0
Joe Banyard,RB,5,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0
David Fales,QB,8,0,5,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0
Kellen Clemens,QB,11,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
Chase Daniel,QB,4,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Henne,QB,5,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0
Brandon Burks,RB,11,0,0,0,0,0,0,0,2,-4,0,0,0,0,0,0,0,0
Matt Schaub,QB,11,0,3,1,16,0,0,0,2,-2,0,0,0,0,0,0,0,0
Will Tukuafu,RB,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Daryl Richardson,RB,5,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0
Raheem Mostert,RB,8,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Zach Line,RB,6,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0
Joe Kerridge,RB,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stevan Ridley,RB,11,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
Jakeem Grant,WR,8,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Keshawn Martin,WR,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devin Hester,WR,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt Slater,WR,9,-1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0
Mark Sanchez,QB,7,-1,18,10,93,0,2,0,4,-2,0,0,0,0,0,0,0,0
Kalif Raymond,WR,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brett Hundley,QB,4,-2,10,2,17,0,1,0,3,-2,0,0,0,0,0,0,0,0
Sean Mannion,QB,8,-2,6,3,19,0,1,0,1,-1,0,0,0,0,0,0,0,0
Ryan Mallett,QB,8,-2,6,3,26,0,1,0,5,-6,0,0,0,0,0,0,0,0
