Player,Bye,Pts,passAtt,passCmp,passYds,passTD,passInt,pass2pt,rushAtt,rushYds,rushTD,ru2pt,rec,recYds,recTD,rec2pt,FL,FLTD
Matt Flynn,10,32.0,66,40,433,3,2,0,9,26,0,0,0,0,0,0,1,0
Kevin Smith,7,32.0,0,0,0,0,0,0,34,133,0,0,11,123,0,0,0,0
John Gilmore,4,31.0,0,0,0,0,0,0,0,0,0,0,13,160,1,0,0,0
Ted Ginn J,9,31.0,0,0,0,0,0,0,2,11,0,0,12,163,1,0,0,0
Craig Stevens,9,31.0,0,0,0,0,0,0,0,0,0,0,11,122,2,0,0,0
Antonio Brown,5,30.0,0,0,0,0,0,0,0,0,0,0,16,167,0,0,0,0
Mike Hart,7,30.0,0,0,0,0,0,0,43,185,1,0,6,25,0,0,0,0
Terrance Copper,4,29.0,0,0,0,0,0,0,0,0,0,0,18,157,0,0,0,0
Jake Delhomme,8,29.0,149,93,872,2,7,0,8,-2,0,0,0,0,0,0,1,0
Tarvaris Jackson,4,29.0,58,34,341,3,4,1,7,63,0,0,0,0,0,0,0,0
Ovie Mughelli,8,29.0,0,0,0,0,0,0,13,36,0,0,13,126,1,0,0,0
Leonard Pope,4,29.0,0,0,0,0,0,0,0,0,0,0,10,76,2,0,0,0
Patrick Cobbs,5,28.0,0,0,0,0,0,0,4,0,0,0,8,91,2,0,0,0
Ed Dickson,8,28.0,0,0,0,0,0,0,0,0,0,0,11,152,1,0,0,0
Daniel Graham,9,28.0,0,0,0,0,0,0,0,0,0,0,18,148,0,0,0,0
Ruvell Martin,5,28.0,0,0,0,0,0,0,0,0,0,0,7,158,1,0,0,0
Tyler Thigpen,5,28.0,62,33,435,2,2,0,13,73,0,0,0,0,0,0,0,0
Charlie Batch,5,27.0,49,29,352,3,3,0,7,30,0,0,0,0,0,0,0,0
Chad Hall,8,27.0,0,0,0,0,0,0,9,29,0,0,11,115,1,0,0,0
Jim Kleinsasser,4,27.0,0,0,0,0,0,0,0,0,0,0,17,148,0,0,0,0
Stephen McGee,4,27.0,44,22,238,2,0,0,13,74,0,0,0,0,0,0,0,0
Joey Galloway,9,26.0,0,0,0,0,0,0,0,0,0,0,12,173,0,0,0,0
Trent Edwards,9,25.0,101,55,521,2,5,0,14,58,0,0,0,0,0,0,0,0
Ben Patrick,6,25.0,0,0,0,0,0,0,0,0,0,0,15,123,0,0,0,0
Leon Washington,5,25.0,0,0,0,0,0,0,27,100,1,0,9,79,0,0,1,0
Marlon Moore,5,24.0,0,0,0,0,0,0,1,16,0,0,6,128,1,0,0,0
Justin Peelle,8,24.0,0,0,0,0,0,0,0,0,0,0,10,96,1,0,0,0
Tyrell Sutton,6,24.0,0,0,0,0,0,0,13,71,0,0,12,70,0,0,0,0
Devin Aromashodu,8,23.0,0,0,0,0,0,0,0,0,0,0,10,149,0,0,0,0
Chris Baker,5,23.0,0,0,0,0,0,0,0,0,0,0,9,116,1,0,0,0
Riley Cooper,8,23.0,0,0,0,0,0,0,0,0,0,0,7,116,1,0,0,0
Sam Hurd,4,23.0,0,0,0,0,0,0,0,0,0,0,14,120,0,0,0,0
Lousaka Polite,5,23.0,0,0,0,0,0,0,26,62,1,0,12,61,0,0,0,0
Rashied Davis,8,22.0,0,0,0,0,0,0,0,0,0,0,9,84,1,0,0,0
Naaman Roosevelt,6,22.0,0,0,0,0,0,0,1,3,0,0,9,139,0,0,0,0
Alge Crumpler,5,21.0,0,0,0,0,0,0,0,0,0,0,6,52,2,0,0,0
Ahmard Hall,9,21.0,0,0,0,0,0,0,1,1,0,0,15,100,0,0,0,0
Joe McKnight,7,21.0,0,0,0,0,0,0,39,189,0,0,3,20,0,0,0,0
Matt Spaeth,5,21.0,0,0,0,0,0,0,0,0,0,0,9,80,1,0,0,0
Verran Tucker,4,21.0,0,0,0,0,0,0,0,0,0,0,6,114,1,0,0,0
Dezmon Briscoe,4,20.0,0,0,0,0,0,0,0,0,0,0,6,93,1,0,0,0
Clay Harbor,8,20.0,0,0,0,0,0,0,0,0,0,0,9,72,1,0,0,0
Maurice Stovall,4,20.0,0,0,0,0,0,0,0,0,0,0,7,81,1,0,0,0
Jonathan Stupar,6,20.0,0,0,0,0,0,0,0,0,0,0,12,111,0,0,0,0
David Anderson,7,19.0,0,0,0,0,0,0,0,0,0,0,11,117,0,0,0,0
Eric Decker,9,19.0,0,0,0,0,0,0,0,0,0,0,6,106,1,0,1,0
Max Komar,6,19.0,0,0,0,0,0,0,0,0,0,0,12,117,0,0,1,0
Johnnie Lee Higgins,10,18.0,0,0,0,0,0,0,0,0,0,0,10,103,0,0,0,0
Tiquan Underwood,9,18.0,0,0,0,0,0,0,0,0,0,0,8,111,0,0,0,0
,8,18.0,0,0,0,0,0,0,20,73,0,0,7,67,0,0,0,0
Lance Ball,9,17.0,0,0,0,0,0,0,41,158,0,0,3,16,0,0,0,0
Mike Bell,8,17.0,0,0,0,0,0,0,47,99,0,0,7,67,0,0,0,0
David Clowney,6,17.0,0,0,0,0,0,0,0,0,0,0,7,124,0,0,0,0
Deji Karim,9,17.0,0,0,0,0,0,0,35,160,0,0,3,10,0,0,0,0
Cameron Morrah,5,17.0,0,0,0,0,0,0,0,0,0,0,9,117,0,0,0,0
Brandon Myers,10,17.0,0,0,0,0,0,0,0,0,0,0,12,80,0,0,0,0
Stephen Williams,6,17.0,0,0,0,0,0,0,0,0,0,0,9,101,0,0,0,0
Dominique Zeigler,9,17.0,0,0,0,0,0,0,0,0,0,0,9,98,0,0,0,0
Todd Bouman,9,16.0,34,18,222,2,2,0,2,8,0,0,0,0,0,0,0,0
Chris Gronkowski,4,16.0,0,0,0,0,0,0,5,17,0,0,7,35,1,0,0,0
David Martin,6,16.0,0,0,0,0,0,0,0,0,0,0,7,43,1,0,0,0
Kassim Osgood,9,16.0,0,0,0,0,0,0,0,0,0,0,6,60,1,0,0,0
Roydell Williams,9,16.0,0,0,0,0,0,0,0,0,0,0,8,109,0,0,0,0
Aaron Brown,7,15.0,0,0,0,0,0,0,17,58,0,0,8,45,0,0,0,0
James Casey,7,15.0,0,0,0,0,0,0,0,0,0,0,8,98,0,0,0,0
Julian Edelman,5,15.0,0,0,0,0,0,0,2,14,0,0,7,86,0,0,0,0
Kevin Faulk,5,15.0,0,0,0,0,0,0,8,45,0,0,6,62,0,0,0,0
Spencer Larsen,9,15.0,0,0,0,0,0,0,3,18,0,0,5,51,1,0,0,0
Bear Pascoe,8,15.0,0,0,0,0,0,0,0,0,0,0,9,72,0,0,0,0
Dominic Rhodes,7,15.0,0,0,0,0,0,0,37,172,0,0,1,4,0,0,1,0
Michael Robinson,5,15.0,1,1,28,0,0,0,12,77,0,0,8,37,0,0,0,0
Robert Royal,8,15.0,0,0,0,0,0,0,0,0,0,0,5,56,1,0,0,0
Fred Taylor,5,15.0,0,0,0,0,0,0,43,155,0,0,2,6,0,0,0,0
Adrian Arrington,10,14.0,0,0,0,0,0,0,0,0,0,0,7,79,0,0,0,0
Mark Brunell,7,14.0,13,7,117,2,1,0,0,0,0,0,0,0,0,0,0,0
Heath Evans,10,14.0,0,0,0,0,0,0,2,2,0,0,7,41,1,0,0,0
Greg Jones,9,14.0,0,0,0,0,0,0,2,4,0,0,11,47,0,0,0,0
Vonta Leach,7,14.0,0,0,0,0,0,0,0,0,0,0,8,91,0,0,0,0
Laurence Maroney,9,14.0,0,0,0,0,0,0,36,74,0,0,4,50,0,0,0,0
Chaz Schilens,10,14.0,0,0,0,0,0,0,0,0,0,0,5,40,1,0,0,0
Naufahu Tahi,4,14.0,0,0,0,0,0,0,1,1,0,0,6,39,1,0,0,0
James Davis,9,13.0,0,0,0,0,0,0,19,60,0,0,4,45,0,0,0,0
Brandon Manumaleuna,8,13.0,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0
Michael Palmer,8,13.0,0,0,0,0,0,0,0,0,0,0,5,29,1,0,0,0
Tim Castille,4,12.0,0,0,0,0,0,0,5,3,0,0,10,43,0,0,0,0
John Conner,7,12.0,0,0,0,0,0,0,8,44,1,0,2,9,0,0,0,0
Dan Gronkowski,9,12.0,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,0
Will Heller,7,12.0,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0
Sammy Morris,5,12.0,0,0,0,0,0,0,20,56,0,0,7,77,0,0,1,0
Dimitri Nance,8,12.0,0,0,0,0,0,0,36,95,0,0,3,30,0,0,0,0
Donte' Stallworth,8,12.0,0,0,0,0,0,0,5,45,0,0,2,82,0,0,1,0
James Starks,10,12.0,0,0,0,0,0,0,29,101,0,0,2,15,0,0,0,0
Brett Swain,10,12.0,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0
Jerome Felton,7,11.0,0,0,0,0,0,0,22,76,0,0,8,54,0,0,1,0
Anthony Gonzalez,7,11.0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0
Reggie Kelly,6,11.0,0,0,0,0,0,0,0,0,0,0,10,42,0,0,0,0
Ramses Barden,8,10.0,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0
Mardy Gilyard,9,10.0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,1,0
Lavelle Hawkins,9,10.0,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0
Corey McIntyre,6,10.0,0,0,0,0,0,0,4,5,1,0,4,32,0,0,1,0
Steve Slaton,7,10.0,0,0,0,0,0,0,19,93,0,0,3,11,0,0,0,0
Kory Sperry,5,10.0,0,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0
Eric Weems,8,10.0,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0
Jason Wright,6,10.0,0,0,0,0,0,0,6,28,0,0,8,42,0,0,1,0
Tom Crabtree,10,9.0,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0
Brandon James,7,9.0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0
Gijon Robinson,7,9.0,0,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0
Roberto Wallace,5,9.0,0,0,0,0,0,0,0,0,0,0,6,62,0,0,0,0
Kris Wilson,10,9.0,0,0,0,0,0,0,0,0,0,0,6,73,0,0,1,0
Jackie Battle,4,8.0,0,0,0,0,0,0,20,50,1,0,1,9,0,0,0,0
Kellen Davis,8,8.0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0
Dennis Dixon,5,8.0,32,22,254,0,1,0,5,32,0,0,0,0,0,0,1,0
Tony Fiammetta,6,8.0,0,0,0,0,0,0,7,22,0,0,5,34,0,0,0,0
Brian Hoyer,5,8.0,15,7,122,1,1,0,10,-8,0,0,0,0,0,0,0,0
Logan Paulsen,9,8.0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0
Ryan Purvis,4,8.0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0
Stephen Spach,6,8.0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,0
Brian S,6,8.0,28,13,173,1,2,0,0,0,0,0,0,0,0,0,0,0
Keith Toston,9,8.0,0,0,0,0,0,0,19,54,0,0,2,29,0,0,0,0
Darrel Young,9,8.0,0,0,0,0,0,0,4,19,0,0,1,3,1,0,0,0
Terrence Austin,9,7.0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0
Eldra Buckley,8,7.0,0,0,0,0,0,0,21,67,0,0,1,10,0,0,1,0
David Johnson,5,7.0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Stefan Logan,7,7.0,1,0,0,0,0,0,15,95,0,0,0,0,0,0,1,0
Preston Parker,4,7.0,0,0,0,0,0,0,1,7,0,0,4,42,0,0,0,0
Taylor Price,5,7.0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
Kellen Clemens,7,6.0,2,1,6,0,0,0,2,9,1,0,0,0,0,0,0,0
Chase Coffman,6,6.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Mike Cox,4,6.0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Jim Dray,6,6.0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0
Brody Eldridge,7,6.0,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0
Dwayne Jarrett,6,6.0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
Gartrell Johnson,8,6.0,0,0,0,0,0,0,10,36,0,0,3,6,0,0,0,0
Kevin Ogletree,4,6.0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
Tony Richardson,7,6.0,0,0,0,0,0,0,5,13,0,0,5,31,0,0,0,0
Mickey Shuler,4,6.0,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0
Jerramy Stevens,4,6.0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0
Josh Vaughan,6,6.0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0
Lorenzo Booker,4,5.0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,1,0
Nate Byham,9,5.0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0
Jeff Dugan,4,5.0,0,0,0,0,0,0,2,2,0,0,4,30,0,0,0,0
Quinn Johnson,10,5.0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
Mike Karney,9,5.0,0,0,0,0,0,0,6,12,0,0,5,14,0,0,0,0
Nick Miller,10,5.0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,1,0
Jake O'Connell,4,5.0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
Zach Potter,9,5.0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
Lawrence Vickers,8,5.0,0,0,0,0,0,0,5,11,0,0,4,15,0,0,0,0
Derrick Williams,7,5.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Albert Young,4,5.0,0,0,0,0,0,0,13,29,0,0,2,11,0,0,0,0
Richard Bartel,6,4.0,28,16,150,0,1,0,0,0,0,0,0,0,0,0,0,0
Quinton Ganther,6,4.0,0,0,0,0,0,0,9,18,0,0,2,9,0,0,0,0
Ryan Grant,10,4.0,0,0,0,0,0,0,8,45,0,0,0,0,0,0,0,0
Max Hall,6,4.0,78,39,370,1,6,0,1,-5,0,0,0,0,0,0,2,0
Josh Johnson,4,4.0,16,14,111,0,0,0,4,39,0,0,0,0,0,0,0,0
Reagan Maui'a,6,4.0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Luke McCown,9,4.0,19,11,120,0,0,0,1,4,0,0,0,0,0,0,0,0
Moran Norris,9,4.0,0,0,0,0,0,0,3,0,0,0,4,20,0,0,0,0
Patrick Turner,5,4.0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Brandon Banks,9,3.0,0,0,0,0,0,0,2,6,0,0,2,10,0,0,0,0
Rock Cartwright,10,3.0,0,0,0,0,0,0,9,22,0,0,1,10,0,0,0,0
Michael Clayton,4,3.0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Quan Cosby,6,3.0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Yamon Figurs,8,3.0,0,0,0,0,0,0,1,-4,0,0,2,17,0,0,0,0
Garrett Mills,8,3.0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Shawn Nelson,6,3.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,1,0
Fendi Onobun,9,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Hank Baskett,4,2.0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
Michael Bennett,10,2.0,0,0,0,0,0,0,2,11,0,0,2,9,0,0,0,0
Brock Bolen,9,2.0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Desmond Clark,8,2.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Jonathan Dwyer,5,2.0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0
Richard Goodman,10,2.0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0
Madison Hedgecock,8,2.0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
Tory Humphrey,10,2.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Erik Lorig,4,2.0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Kregg Lumpkin,10,2.0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0
Cedric Peerman,6,2.0,0,0,0,0,0,0,2,1,0,0,1,11,0,0,0,0
Matt Willis,9,2.0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Sam Aiken,5,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Gary Banks,10,1.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Duke Calhoun,8,1.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Scott Chandler,6,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Thomas Clayton,5,1.0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0
Jeff Cumberland,7,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Kevin Curtis,4,1.0,0,0,0,0,0,0,1,6,0,0,1,6,0,0,0,0
Chase Daniel,10,1.0,3,2,16,0,0,0,2,16,0,0,0,0,0,0,0,0
Korey Hall,10,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Caleb Hanie,8,1.0,7,5,55,0,0,0,1,-1,0,0,0,0,0,0,0,0
Ben Hartsock,7,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Lex Hilliard,5,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Paul Hubbard,10,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Kareem Huggins,4,1.0,0,0,0,0,0,0,4,11,0,0,1,7,0,0,0,0
Manuel Johnson,4,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Byron Leftwich,5,1.0,7,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerious Norwood,8,1.0,0,0,0,0,0,0,2,8,0,0,1,9,0,0,0,0
Tyler Palko,4,1.0,6,4,35,0,0,0,2,5,0,0,0,0,0,0,0,0
Tony Pike,6,1.0,12,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Pitta,8,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Chris Pressley,6,1.0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0
Richard Quinn,9,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
David Reed,8,1.0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
Alex Smith,8,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Ernest Wilford,9,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Kyle Williams,9,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Curtis Brinkley,10,0.0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
Andre Brown,7,0.0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
David Carr,9,0.0,13,5,67,0,1,0,0,0,0,0,0,0,0,0,0,0
Jehuu Caulcrick,6,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Armanti Edwards,6,0.0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0
Larry Johnson,9,0.0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
Carlton Mitchell,8,0.0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
Jordan Palmer,6,0.0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Pennington,5,0.0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Redman,8,0.0,6,4,20,0,0,0,1,-1,0,0,0,0,0,0,0,0
Sage Rosenfels,8,0.0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Antone Smith,8,0.0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0
Billy Volek,10,0.0,1,1,8,0,0,0,6,-5,0,0,0,0,0,0,0,0
Leonard Weaver,8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Garrett Wolfe,8,0.0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0
Kyle Boller,10,-1.0,4,2,25,0,1,0,7,18,0,0,0,0,0,0,0,0
Brodie Croyle,4,-1.0,19,8,38,0,1,0,0,0,0,0,0,0,0,0,0,0
Devin Moore,7,-1.0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,1,0
Kenneth Moore,6,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Courtney Roby,10,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rusty Smith,9,-1.0,40,20,200,0,4,0,0,0,0,0,0,0,0,0,0,0
Levi Brown,6,-2.0,3,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0
Marc Mariani,9,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Brian Brohm,6,-3.0,23,10,106,0,3,0,0,0,0,0,0,0,0,0,1,0
Todd Collins,8,-8.0,27,10,68,0,5,0,0,0,0,0,0,0,0,0,0,0
